0,4.09731148029313
0.01,4.02855901044002
0.02,4.24074124367212
0.03,4.07756344791674
0.04,4.58450179508459
0.05,3.84556191489692
0.06,3.76913435883172
0.07,3.80985068985024
0.08,3.80093175445371
0.09,4.1794812746406
0.1,4.26121257942748
0.11,4.21697551992128
0.12,4.65336877879766
0.13,4.55685430208411
0.14,4.74042499161168
0.15,4.9411817076914
0.16,5.02135335892476
0.17,4.28133008648304
0.18,4.2692741055994
0.19,4.86817744900051
0.2,4.30765954242745
0.21,4.7815937107101
0.22,4.82930893891933
0.23,5.20330984565003
0.24,4.87066290216095
0.25,4.82334404878797
0.26,5.14583993867094
0.27,5.26063529848391
0.28,5.08485031995454
0.29,4.9583875049654
0.3,4.80701013996889
0.31,5.28990871098748
0.32,5.01323610468686
0.33,4.84329413547828
0.34,5.60200245467558
0.35,5.1385684004677
0.36,5.38738879323512
0.37,5.68248050570858
0.38,5.40411004394993
0.39,5.83192381319632
0.4,5.54150268214115
0.41,5.88193722560732
0.42,5.95481479721855
0.43,5.74584386962494
0.44,5.37641752741743
0.45,5.74153492015515
0.46,5.8893647450641
0.47,5.79025039003196
0.48,5.77251048566094
0.49,6.45321214380737
0.5,6.11800979329871
0.51,6.63302557681966
0.52,6.19417838692232
0.53,6.6304308521223
0.54,6.31701519155138
0.55,6.78823700752986
0.56,6.79489722502863
0.57,6.47791687228149
0.58,6.37785150204915
0.59,7.01416725108952
0.6,7.23561377319705
0.61,6.67705375987185
0.62,7.08456611482162
0.63,6.91640148104894
0.64,7.37635962919106
0.65,7.37747011252756
0.66,6.84228709918173
0.67,7.60409923489606
0.68,7.79975032982655
0.69,7.39274204619434
0.7,7.8317278639001
0.71,7.60529589763979
0.72,7.24254692537746
0.73,7.35889091933317
0.74,7.63793236214446
0.75,8.05235577552942
0.76,8.20263677650018
0.77,8.24115660550249
0.78,7.84460356136779
0.79,8.13578179795371
0.8,7.7680668820696
0.81,7.86698829822703
0.82,7.9695169884251
0.83,8.59060195871162
0.84,8.48664308898443
0.85,8.26149204516225
0.86,8.64791021827521
0.87,8.38245066663544
0.88,8.37257813404556
0.89,9.25190997123907
0.9,9.04619026084636
0.91,9.50052160693428
0.92,9.35371904583545
0.93,9.32684762795744
0.94,9.64733310471341
0.95,9.79971222923685
0.96,9.99926444938935
0.97,9.10143076012877
0.98,10.0578126256695
0.99,9.89732539908896
1,10.3680225138925
